Location,TimeFrame,DataFormat,Data
Kentucky,1997,Rate,23.1
Kentucky,1998,Rate,21.2
Kentucky,1999,Rate,20.2
Kentucky,2000,Rate,20.8
Kentucky,2001,Rate,19.8
Kentucky,2002,Rate,21.1
Kentucky,2003,Rate,21.1
Kentucky,2004,Rate,22.2
Kentucky,2005,Rate,23
Kentucky,2006,Rate,23.1
Kentucky,2007,Rate,23.6
Kentucky,2008,Rate,23.4
Kentucky,2009,Rate,25.3
Kentucky,2010,Rate,26.1
Kentucky,2011,Rate,27.2
Kentucky,2012,Rate,26.5
Adair,1997,Rate,33.8
Adair,1998,Rate,30.2
Adair,1999,Rate,29.6
Adair,2000,Rate,30.9
Adair,2001,Rate,31
Adair,2002,Rate,29.3
Adair,2003,Rate,29
Adair,2004,Rate,30
Adair,2005,Rate,35
Adair,2006,Rate,34.2
Adair,2007,Rate,31.7
Adair,2008,Rate,33
Adair,2009,Rate,34
Adair,2010,Rate,35.4
Adair,2011,Rate,37.6
Adair,2012,Rate,39.2
Allen,1997,Rate,20
Allen,1998,Rate,22.1
Allen,1999,Rate,19.7
Allen,2000,Rate,23.8
Allen,2001,Rate,19.4
Allen,2002,Rate,20
Allen,2003,Rate,20.8
Allen,2004,Rate,23.9
Allen,2005,Rate,25
Allen,2006,Rate,25.7
Allen,2007,Rate,27
Allen,2008,Rate,27.5
Allen,2009,Rate,27.9
Allen,2010,Rate,31
Allen,2011,Rate,29.4
Allen,2012,Rate,30.8
Anderson,1997,Rate,11.8
Anderson,1998,Rate,12.6
Anderson,1999,Rate,11.6
Anderson,2000,Rate,9
Anderson,2001,Rate,11.1
Anderson,2002,Rate,11.8
Anderson,2003,Rate,12.9
Anderson,2004,Rate,12.7
Anderson,2005,Rate,12
Anderson,2006,Rate,13.2
Anderson,2007,Rate,12.9
Anderson,2008,Rate,13.2
Anderson,2009,Rate,16.7
Anderson,2010,Rate,18.4
Anderson,2011,Rate,17.2
Anderson,2012,Rate,18
Ballard,1997,Rate,19
Ballard,1998,Rate,19.4
Ballard,1999,Rate,19.5
Ballard,2000,Rate,19.8
Ballard,2001,Rate,18.9
Ballard,2002,Rate,20.7
Ballard,2003,Rate,20.4
Ballard,2004,Rate,21
Ballard,2005,Rate,22
Ballard,2006,Rate,22
Ballard,2007,Rate,24.3
Ballard,2008,Rate,22.2
Ballard,2009,Rate,24.2
Ballard,2010,Rate,22.5
Ballard,2011,Rate,24.9
Ballard,2012,Rate,25.5
Barren,1997,Rate,22.8
Barren,1998,Rate,22.5
Barren,1999,Rate,20.8
Barren,2000,Rate,20.6
Barren,2001,Rate,21.3
Barren,2002,Rate,22.3
Barren,2003,Rate,22.5
Barren,2004,Rate,23.3
Barren,2005,Rate,27
Barren,2006,Rate,25.5
Barren,2007,Rate,25
Barren,2008,Rate,25.5
Barren,2009,Rate,28.2
Barren,2010,Rate,28.9
Barren,2011,Rate,31
Barren,2012,Rate,30.2
Bath,1997,Rate,35
Bath,1998,Rate,30.7
Bath,1999,Rate,28
Bath,2000,Rate,29.9
Bath,2001,Rate,26.6
Bath,2002,Rate,27.4
Bath,2003,Rate,28.1
Bath,2004,Rate,28.6
Bath,2005,Rate,33
Bath,2006,Rate,30.6
Bath,2007,Rate,36.5
Bath,2008,Rate,38.4
Bath,2009,Rate,37.7
Bath,2010,Rate,38.1
Bath,2011,Rate,38
Bath,2012,Rate,36.5
Bell,1997,Rate,39.3
Bell,1998,Rate,33.5
Bell,1999,Rate,34.2
Bell,2000,Rate,42.1
Bell,2001,Rate,37.2
Bell,2002,Rate,39.4
Bell,2003,Rate,38.5
Bell,2004,Rate,39.4
Bell,2005,Rate,47
Bell,2006,Rate,42.4
Bell,2007,Rate,38.7
Bell,2008,Rate,41.8
Bell,2009,Rate,51.5
Bell,2010,Rate,41.9
Bell,2011,Rate,50.5
Bell,2012,Rate,46.5
Boone,1997,Rate,9.5
Boone,1998,Rate,9.7
Boone,1999,Rate,9
Boone,2000,Rate,6.8
Boone,2001,Rate,7.8
Boone,2002,Rate,8.3
Boone,2003,Rate,9.1
Boone,2004,Rate,9.8
Boone,2005,Rate,10
Boone,2006,Rate,8.7
Boone,2007,Rate,8.3
Boone,2008,Rate,8
Boone,2009,Rate,10.7
Boone,2010,Rate,11.5
Boone,2011,Rate,12.1
Boone,2012,Rate,12.3
Bourbon,1997,Rate,20.9
Bourbon,1998,Rate,21.1
Bourbon,1999,Rate,18.5
Bourbon,2000,Rate,19.3
Bourbon,2001,Rate,19.6
Bourbon,2002,Rate,19.3
Bourbon,2003,Rate,19.9
Bourbon,2004,Rate,20.2
Bourbon,2005,Rate,25
Bourbon,2006,Rate,21.7
Bourbon,2007,Rate,21.6
Bourbon,2008,Rate,21.1
Bourbon,2009,Rate,24
Bourbon,2010,Rate,24.7
Bourbon,2011,Rate,28.8
Bourbon,2012,Rate,26.4
Boyd,1997,Rate,25.9
Boyd,1998,Rate,25.4
Boyd,1999,Rate,22.7
Boyd,2000,Rate,23.5
Boyd,2001,Rate,21.9
Boyd,2002,Rate,23.6
Boyd,2003,Rate,23.5
Boyd,2004,Rate,24.8
Boyd,2005,Rate,24
Boyd,2006,Rate,25.6
Boyd,2007,Rate,23.6
Boyd,2008,Rate,24
Boyd,2009,Rate,29.5
Boyd,2010,Rate,28.4
Boyd,2011,Rate,29.9
Boyd,2012,Rate,26.5
Boyle,1997,Rate,19.6
Boyle,1998,Rate,19.3
Boyle,1999,Rate,17.6
Boyle,2000,Rate,16.1
Boyle,2001,Rate,17.5
Boyle,2002,Rate,18.1
Boyle,2003,Rate,19
Boyle,2004,Rate,20
Boyle,2005,Rate,20
Boyle,2006,Rate,23.9
Boyle,2007,Rate,22.7
Boyle,2008,Rate,20.5
Boyle,2009,Rate,26.3
Boyle,2010,Rate,23.2
Boyle,2011,Rate,24.8
Boyle,2012,Rate,24.7
Bracken,1997,Rate,22.2
Bracken,1998,Rate,21.3
Bracken,1999,Rate,16
Bracken,2000,Rate,10.7
Bracken,2001,Rate,14.9
Bracken,2002,Rate,16.6
Bracken,2003,Rate,16.7
Bracken,2004,Rate,16.8
Bracken,2005,Rate,16
Bracken,2006,Rate,17.8
Bracken,2007,Rate,20.8
Bracken,2008,Rate,19.3
Bracken,2009,Rate,24.1
Bracken,2010,Rate,24.7
Bracken,2011,Rate,25.5
Bracken,2012,Rate,26
Breathitt,1997,Rate,44.9
Breathitt,1998,Rate,37.8
Breathitt,1999,Rate,37.6
Breathitt,2000,Rate,43.5
Breathitt,2001,Rate,39.2
Breathitt,2002,Rate,41.4
Breathitt,2003,Rate,39.8
Breathitt,2004,Rate,39.8
Breathitt,2005,Rate,47
Breathitt,2006,Rate,45.3
Breathitt,2007,Rate,45.3
Breathitt,2008,Rate,44.7
Breathitt,2009,Rate,46.6
Breathitt,2010,Rate,38.7
Breathitt,2011,Rate,47.2
Breathitt,2012,Rate,44.2
Breckinridge,1997,Rate,26.5
Breckinridge,1998,Rate,26.5
Breckinridge,1999,Rate,21.4
Breckinridge,2000,Rate,16.8
Breckinridge,2001,Rate,21.6
Breckinridge,2002,Rate,23.1
Breckinridge,2003,Rate,23.1
Breckinridge,2004,Rate,23.6
Breckinridge,2005,Rate,26
Breckinridge,2006,Rate,25.1
Breckinridge,2007,Rate,24.1
Breckinridge,2008,Rate,27
Breckinridge,2009,Rate,30
Breckinridge,2010,Rate,29.6
Breckinridge,2011,Rate,30.6
Breckinridge,2012,Rate,29.1
Bullitt,1997,Rate,14
Bullitt,1998,Rate,12.9
Bullitt,1999,Rate,12.8
Bullitt,2000,Rate,11.5
Bullitt,2001,Rate,10.6
Bullitt,2002,Rate,11.9
Bullitt,2003,Rate,13.7
Bullitt,2004,Rate,14.6
Bullitt,2005,Rate,13
Bullitt,2006,Rate,12.2
Bullitt,2007,Rate,13.3
Bullitt,2008,Rate,13.3
Bullitt,2009,Rate,14.7
Bullitt,2010,Rate,15.3
Bullitt,2011,Rate,16.7
Bullitt,2012,Rate,15.7
Butler,1997,Rate,27.8
Butler,1998,Rate,26.3
Butler,1999,Rate,22.5
Butler,2000,Rate,18.8
Butler,2001,Rate,21.5
Butler,2002,Rate,23.2
Butler,2003,Rate,24.4
Butler,2004,Rate,23.9
Butler,2005,Rate,25
Butler,2006,Rate,26
Butler,2007,Rate,26.8
Butler,2008,Rate,26.6
Butler,2009,Rate,30
Butler,2010,Rate,29.3
Butler,2011,Rate,30.5
Butler,2012,Rate,30
Caldwell,1997,Rate,25.8
Caldwell,1998,Rate,26.1
Caldwell,1999,Rate,22.5
Caldwell,2000,Rate,20.6
Caldwell,2001,Rate,20.1
Caldwell,2002,Rate,21.2
Caldwell,2003,Rate,20.8
Caldwell,2004,Rate,21.7
Caldwell,2005,Rate,23
Caldwell,2006,Rate,24.3
Caldwell,2007,Rate,25.2
Caldwell,2008,Rate,23.4
Caldwell,2009,Rate,26.7
Caldwell,2010,Rate,28.7
Caldwell,2011,Rate,30.9
Caldwell,2012,Rate,31.1
Calloway,1997,Rate,20
Calloway,1998,Rate,18.6
Calloway,1999,Rate,18.7
Calloway,2000,Rate,18.6
Calloway,2001,Rate,18.4
Calloway,2002,Rate,19.4
Calloway,2003,Rate,20
Calloway,2004,Rate,20.4
Calloway,2005,Rate,22
Calloway,2006,Rate,19.9
Calloway,2007,Rate,22
Calloway,2008,Rate,20.9
Calloway,2009,Rate,23.8
Calloway,2010,Rate,22.5
Calloway,2011,Rate,23.7
Calloway,2012,Rate,23.4
Campbell,1997,Rate,14.6
Campbell,1998,Rate,14.7
Campbell,1999,Rate,13.7
Campbell,2000,Rate,12.4
Campbell,2001,Rate,12.4
Campbell,2002,Rate,13.2
Campbell,2003,Rate,13.4
Campbell,2004,Rate,14
Campbell,2005,Rate,17
Campbell,2006,Rate,16.4
Campbell,2007,Rate,13.9
Campbell,2008,Rate,15.6
Campbell,2009,Rate,15.6
Campbell,2010,Rate,17.2
Campbell,2011,Rate,18.3
Campbell,2012,Rate,19.4
Carlisle,1997,Rate,24.4
Carlisle,1998,Rate,22.7
Carlisle,1999,Rate,20.8
Carlisle,2000,Rate,18.6
Carlisle,2001,Rate,21.2
Carlisle,2002,Rate,20.2
Carlisle,2003,Rate,20.6
Carlisle,2004,Rate,20.3
Carlisle,2005,Rate,22
Carlisle,2006,Rate,23
Carlisle,2007,Rate,23.6
Carlisle,2008,Rate,23.4
Carlisle,2009,Rate,23.9
Carlisle,2010,Rate,24.6
Carlisle,2011,Rate,28.3
Carlisle,2012,Rate,27.3
Carroll,1997,Rate,25
Carroll,1998,Rate,25
Carroll,1999,Rate,20.9
Carroll,2000,Rate,20.6
Carroll,2001,Rate,20.3
Carroll,2002,Rate,19.6
Carroll,2003,Rate,19.3
Carroll,2004,Rate,20.6
Carroll,2005,Rate,21
Carroll,2006,Rate,23.1
Carroll,2007,Rate,22.7
Carroll,2008,Rate,21.9
Carroll,2009,Rate,25.3
Carroll,2010,Rate,36.8
Carroll,2011,Rate,29.7
Carroll,2012,Rate,33.4
Carter,1997,Rate,34.6
Carter,1998,Rate,29.5
Carter,1999,Rate,28.6
Carter,2000,Rate,29.6
Carter,2001,Rate,28.6
Carter,2002,Rate,31.6
Carter,2003,Rate,30
Carter,2004,Rate,31.2
Carter,2005,Rate,31
Carter,2006,Rate,33.1
Carter,2007,Rate,29.1
Carter,2008,Rate,29.9
Carter,2009,Rate,34.9
Carter,2010,Rate,34.4
Carter,2011,Rate,33.3
Carter,2012,Rate,34.2
Casey,1997,Rate,32.6
Casey,1998,Rate,30.5
Casey,1999,Rate,28.6
Casey,2000,Rate,32.3
Casey,2001,Rate,31.5
Casey,2002,Rate,33.1
Casey,2003,Rate,32.7
Casey,2004,Rate,32.6
Casey,2005,Rate,37
Casey,2006,Rate,38.9
Casey,2007,Rate,36
Casey,2008,Rate,37.2
Casey,2009,Rate,40.6
Casey,2010,Rate,40.8
Casey,2011,Rate,41.9
Casey,2012,Rate,40.1
Christian,1997,Rate,24.7
Christian,1998,Rate,25
Christian,1999,Rate,20.3
Christian,2000,Rate,19.5
Christian,2001,Rate,23.2
Christian,2002,Rate,24
Christian,2003,Rate,20.1
Christian,2004,Rate,23.2
Christian,2005,Rate,23
Christian,2006,Rate,27.4
Christian,2007,Rate,27.4
Christian,2008,Rate,29
Christian,2009,Rate,25.4
Christian,2010,Rate,29
Christian,2011,Rate,34.4
Christian,2012,Rate,32.2
Clark,1997,Rate,20.5
Clark,1998,Rate,20.3
Clark,1999,Rate,17.8
Clark,2000,Rate,15
Clark,2001,Rate,17.1
Clark,2002,Rate,19.1
Clark,2003,Rate,19.3
Clark,2004,Rate,19.5
Clark,2005,Rate,19
Clark,2006,Rate,20.4
Clark,2007,Rate,21.8
Clark,2008,Rate,21.4
Clark,2009,Rate,22.6
Clark,2010,Rate,26.2
Clark,2011,Rate,25.4
Clark,2012,Rate,22.8
Clay,1997,Rate,43.8
Clay,1998,Rate,33.5
Clay,1999,Rate,38.3
Clay,2000,Rate,47.8
Clay,2001,Rate,38.9
Clay,2002,Rate,40.6
Clay,2003,Rate,41.6
Clay,2004,Rate,43.6
Clay,2005,Rate,50
Clay,2006,Rate,46.1
Clay,2007,Rate,50
Clay,2008,Rate,48.8
Clay,2009,Rate,54.8
Clay,2010,Rate,48.9
Clay,2011,Rate,47.1
Clay,2012,Rate,52.2
Clinton,1997,Rate,42.5
Clinton,1998,Rate,37.4
Clinton,1999,Rate,32.6
Clinton,2000,Rate,31.9
Clinton,2001,Rate,32.4
Clinton,2002,Rate,33.2
Clinton,2003,Rate,32.5
Clinton,2004,Rate,32.6
Clinton,2005,Rate,37
Clinton,2006,Rate,40.5
Clinton,2007,Rate,36.8
Clinton,2008,Rate,38.3
Clinton,2009,Rate,39.4
Clinton,2010,Rate,37.5
Clinton,2011,Rate,39
Clinton,2012,Rate,39.5
Crittenden,1997,Rate,25.8
Crittenden,1998,Rate,21.8
Crittenden,1999,Rate,24
Crittenden,2000,Rate,30.8
Crittenden,2001,Rate,26.9
Crittenden,2002,Rate,24.9
Crittenden,2003,Rate,27.2
Crittenden,2004,Rate,26.6
Crittenden,2005,Rate,30
Crittenden,2006,Rate,29.8
Crittenden,2007,Rate,31.3
Crittenden,2008,Rate,29.7
Crittenden,2009,Rate,31
Crittenden,2010,Rate,31.9
Crittenden,2011,Rate,32.5
Crittenden,2012,Rate,34.3
Cumberland,1997,Rate,40.4
Cumberland,1998,Rate,36.4
Cumberland,1999,Rate,30.2
Cumberland,2000,Rate,30.5
Cumberland,2001,Rate,30.9
Cumberland,2002,Rate,30.3
Cumberland,2003,Rate,31.1
Cumberland,2004,Rate,30.7
Cumberland,2005,Rate,34
Cumberland,2006,Rate,38.9
Cumberland,2007,Rate,36
Cumberland,2008,Rate,36.1
Cumberland,2009,Rate,36.7
Cumberland,2010,Rate,39.5
Cumberland,2011,Rate,41
Cumberland,2012,Rate,42.1
Daviess,1997,Rate,18.8
Daviess,1998,Rate,18.7
Daviess,1999,Rate,17.1
Daviess,2000,Rate,16
Daviess,2001,Rate,16.3
Daviess,2002,Rate,18.1
Daviess,2003,Rate,18.2
Daviess,2004,Rate,18.9
Daviess,2005,Rate,19
Daviess,2006,Rate,19.4
Daviess,2007,Rate,22.8
Daviess,2008,Rate,17.9
Daviess,2009,Rate,21.9
Daviess,2010,Rate,24.6
Daviess,2011,Rate,24.1
Daviess,2012,Rate,23.2
Edmonson,1997,Rate,28.2
Edmonson,1998,Rate,25.7
Edmonson,1999,Rate,24.5
Edmonson,2000,Rate,25.6
Edmonson,2001,Rate,24.1
Edmonson,2002,Rate,24.4
Edmonson,2003,Rate,25.6
Edmonson,2004,Rate,25.7
Edmonson,2005,Rate,28
Edmonson,2006,Rate,28.4
Edmonson,2007,Rate,26.2
Edmonson,2008,Rate,29
Edmonson,2009,Rate,29.4
Edmonson,2010,Rate,30.1
Edmonson,2011,Rate,28
Edmonson,2012,Rate,28.3
Elliott,1997,Rate,39.4
Elliott,1998,Rate,35.5
Elliott,1999,Rate,32.3
Elliott,2000,Rate,30.8
Elliott,2001,Rate,31.8
Elliott,2002,Rate,33.4
Elliott,2003,Rate,32.3
Elliott,2004,Rate,34
Elliott,2005,Rate,40
Elliott,2006,Rate,38.3
Elliott,2007,Rate,37.9
Elliott,2008,Rate,40.6
Elliott,2009,Rate,38.8
Elliott,2010,Rate,36
Elliott,2011,Rate,38.4
Elliott,2012,Rate,39
Estill,1997,Rate,33.7
Estill,1998,Rate,31.1
Estill,1999,Rate,29.2
Estill,2000,Rate,33
Fayette,1997,Rate,16.9
Fleming,1997,Rate,28.8
Floyd,1997,Rate,37.2
Franklin,1997,Rate,17.1
Fulton,1997,Rate,38
Gallatin,1997,Rate,23.6
Garrard,1997,Rate,22.9
Grant,1997,Rate,19.7
Graves,1997,Rate,21.1
Grayson,1997,Rate,28.6
Green,1997,Rate,29.7
Greenup,1997,Rate,24.2
Hancock,1997,Rate,16.1
Hardin,1997,Rate,16.9
Harlan,1997,Rate,39.1
Harrison,1997,Rate,19.6
Hart,1997,Rate,34.5
Henderson,1997,Rate,18.9
Henry,1997,Rate,22.4
Hickman,1997,Rate,24.3
Hopkins,1997,Rate,24.8
Jackson,1997,Rate,42.5
Jefferson,1997,Rate,19.4
Jessamine,1997,Rate,17.8
Johnson,1997,Rate,34.9
Kenton,1997,Rate,14.5
Knott,1997,Rate,35.9
Knox,1997,Rate,43.1
Larue,1997,Rate,22.3
Laurel,1997,Rate,30.2
Lawrence,1997,Rate,36.5
Lee,1997,Rate,47
Leslie,1997,Rate,38.3
Letcher,1997,Rate,33.6
Lewis,1997,Rate,36.1
Lincoln,1997,Rate,29.5
Livingston,1997,Rate,22.8
Logan,1997,Rate,20.7
Lyon,1997,Rate,21.2
McCracken,1997,Rate,22.5
McCreary,1997,Rate,46.6
McLean,1997,Rate,21.8
Madison,1997,Rate,21.2
Magoffin,1997,Rate,41.9
Marion,1997,Rate,23.1
Marshall,1997,Rate,17.2
Martin,1997,Rate,39.7
Mason,1997,Rate,26.5
Meade,1997,Rate,14.4
Menifee,1997,Rate,37.8
Mercer,1997,Rate,20.2
Metcalfe,1997,Rate,33.3
Monroe,1997,Rate,32.6
Montgomery,1997,Rate,24.5
Morgan,1997,Rate,41
Muhlenberg,1997,Rate,25.4
Nelson,1997,Rate,16.7
Nicholas,1997,Rate,28.1
Ohio,1997,Rate,26.5
Oldham,1997,Rate,6.5
Owen,1997,Rate,26.4
Owsley,1997,Rate,50
Pendleton,1997,Rate,19.7
Perry,1997,Rate,36.7
Pike,1997,Rate,29.6
Powell,1997,Rate,31.1
Fayette,1998,Rate,16.8
Fleming,1998,Rate,25.7
Floyd,1998,Rate,31
Franklin,1998,Rate,15.8
Fulton,1998,Rate,34.3
Gallatin,1998,Rate,16.4
Garrard,1998,Rate,22.6
Grant,1998,Rate,18.5
Graves,1998,Rate,21.3
Grayson,1998,Rate,22.9
Green,1998,Rate,29.1
Greenup,1998,Rate,22.8
Hancock,1998,Rate,14.5
Hardin,1998,Rate,17.9
Harlan,1998,Rate,32.2
Harrison,1998,Rate,17.9
Hart,1998,Rate,28.6
Henderson,1998,Rate,19
Henry,1998,Rate,20.3
Hickman,1998,Rate,22.4
Hopkins,1998,Rate,23
Jackson,1998,Rate,32.9
Jefferson,1998,Rate,19.6
Jessamine,1998,Rate,16.5
Johnson,1998,Rate,30
Kenton,1998,Rate,14.3
Knott,1998,Rate,29.3
Knox,1998,Rate,37.1
Larue,1998,Rate,20.4
Laurel,1998,Rate,25.5
Lawrence,1998,Rate,30.9
Lee,1998,Rate,36.4
Leslie,1998,Rate,29.5
Letcher,1998,Rate,28.1
Lewis,1998,Rate,32.5
Lincoln,1998,Rate,24.4
Livingston,1998,Rate,19.9
Logan,1998,Rate,20.1
Lyon,1998,Rate,19.7
McCracken,1998,Rate,22.1
McCreary,1998,Rate,36
